customer_id,用户价值分层,地域标签,偏好一级品类,满意度标签,获客渠道标签
064e67871d53f3fbfd15385a0ca3a54b,新客一次性用户,南部区域,fixed_telephony,低满意投诉风险,organic_search
b775111784ea2c3a1f3fd11125a07add,高价值核心用户,东南核心经济区,telephony,高满意用户,organic_search
06ee09badc38b922a88d417e5134e3aa,新客一次性用户,东南核心经济区,cool_stuff,高满意用户,organic_search
eb3fca4e06e504332655bbfc8b689609,高价值核心用户,南部区域,computers_accessories,高满意用户,organic_search
796e0c6b3690401bd5592b7ce89be9f2,潜力增长用户,南部区域,computers_accessories,高满意用户,organic_search
5bc405425b97198b8eb4ac336d490ebd,新客一次性用户,东南核心经济区,telephony,高满意用户,organic_search
dc750b2e3d945b9698f5e0ff28010d99,高价值核心用户,东南核心经济区,watches_gifts,高满意用户,organic_search
8a71eb0a0092b48c6cf685f059bf0940,潜力增长用户,东南核心经济区,watches_gifts,中性用户,organic_search
679b52550b180e159ebaf811fb542de3,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,organic_search
312ec22f9f8df7a4d0d911a806e2357a,新客一次性用户,南部区域,consoles_games,高满意用户,organic_search
61fc8e04209b454798b344e62dc138e7,新客一次性用户,东南核心经济区,watches_gifts,高满意用户,organic_search
ce92916d7311f8b3b9e001361d02068a,高价值核心用户,其他区域,consoles_games,高满意用户,organic_search
2078e01e3e9582c536bd73814594fe85,新客一次性用户,东南核心经济区,cool_stuff,高满意用户,organic_search
b3531ca911b938dce29950941d5d292e,高价值核心用户,南部区域,electronics,高满意用户,organic_search
252958ad9cd878e5fd02fdbae229fcf4,新客一次性用户,东南核心经济区,electronics,高满意用户,organic_search
e11ae7b2848f4b2351a3f81350d2cddb,低价值流失风险用户,东南核心经济区,signaling_and_security,中性用户,organic_search
69ad7c75c00e77e4a1385cf071fcc95d,潜力增长用户,其他区域,electronics,高满意用户,organic_search
2e7f1714b75fd474ed388fb5d6b543d7,新客一次性用户,南部区域,signaling_and_security,中性用户,organic_search
cf9ec1b669558ba41cb60049bd8282f5,高价值核心用户,南部区域,stationery,高满意用户,organic_search
8ec4b63dbcfae91e3f55e7a10bd54ea7,潜力增长用户,东南核心经济区,baby,高满意用户,organic_search
1426c24b523a0802bf75b623ac310ba0,新客一次性用户,东南核心经济区,watches_gifts,高满意用户,organic_search
98292572bea55cef9978e190219ffad3,潜力增长用户,南部区域,computers_accessories,高满意用户,organic_search
e77c725677d8c9c7a37159276095b116,高价值核心用户,东南核心经济区,cool_stuff,高满意用户,organic_search
128899de758f142b0ee99a055e863476,新客一次性用户,南部区域,consoles_games,高满意用户,organic_search
35de4cef6b0866a231557cdb5a0ec4d6,新客一次性用户,其他区域,electronics,高满意用户,organic_search
26bc7a790e0b09e634990bd957f09ef4,新客一次性用户,其他区域,perfumery,高满意用户,organic_search
e50de73a50d0f161a8a40eee5e0faa94,潜力增长用户,其他区域,cool_stuff,高满意用户,organic_search
b477f334a9885afca3b612c03e0d047d,高价值核心用户,南部区域,electronics,高满意用户,organic_search
3aa98a0dbd145c27ee805e2f62a3df8d,新客一次性用户,东南核心经济区,watches_gifts,高满意用户,organic_search
35c38243a371dfba016aab0fb4fb0bd6,新客一次性用户,南部区域,watches_gifts,高满意用户,organic_search
ac760d51d374d2b60448efe5ba3c4a75,高价值核心用户,其他区域,computers_accessories,高满意用户,organic_search
60fabe9f92e0b77b6925cdc291cb5b96,新客一次性用户,其他区域,electronics,高满意用户,organic_search
7c1500b28e5c6b0826b0d870fbc5cb72,潜力增长用户,东南核心经济区,sports_leisure,中性用户,organic_search
ac3e01509ab5a9e7bb1bb344048ef81d,高价值核心用户,南部区域,electronics,高满意用户,organic_search
a20aec4e64fc5b7ae68c9648c147a324,高价值核心用户,南部区域,electronics,高满意用户,organic_search
03b243d7ac6a467982044dd9dddb4d68,新客一次性用户,南部区域,electronics,高满意用户,organic_search
22af9d3033a53e84873afa1efe540424,新客一次性用户,其他区域,telephony,高满意用户,organic_search
44b7421de4760857c604d484db9844f4,新客一次性用户,东南核心经济区,watches_gifts,高满意用户,organic_search
65f9fcdfff4dad68c4d46b256227f406,潜力增长用户,其他区域,telephony,低满意投诉风险,organic_search
e4194b17ced6d848551aa5eb315745d1,高价值核心用户,东南核心经济区,fixed_telephony,高满意用户,organic_search
857fe2cf34013d9e05b48703c0460f0e,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,organic_search
cd4bdf5e378910a9e4954796a519dfdc,潜力增长用户,南部区域,watches_gifts,高满意用户,organic_search
1de6fba12e5abd0cc6bf19f9cb96a59c,新客一次性用户,东南核心经济区,electronics,低满意投诉风险,organic_search
690ac6352bb46041d9e45639b236c655,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,organic_search
8c1c0c6b377c877fa3f5323aa147029f,潜力增长用户,其他区域,watches_gifts,高满意用户,organic_search
77613c35385f90bde78c9feb941518d4,低价值流失风险用户,南部区域,cool_stuff,高满意用户,organic_search
27804bad8cee21a69133c3f2535c792a,新客一次性用户,其他区域,baby,高满意用户,organic_search
67ec30c3644befcf17d88bff9f9fd1a5,潜力增长用户,其他区域,watches_gifts,高满意用户,organic_search
0b337ab429c8299074ace7216c267887,新客一次性用户,东南核心经济区,computers_accessories,高满意用户,organic_search
402c011d2fd2b9f9c0a2c1642c7ffa5f,低价值流失风险用户,东南核心经济区,computers_accessories,高满意用户,organic_search
b098d962a6848a2321d0fcdf11b006e6,高价值核心用户,东南核心经济区,fixed_telephony,高满意用户,organic_search
9fc65745d2e6f175da441de056d4777a,高价值核心用户,东南核心经济区,watches_gifts,低满意投诉风险,organic_search
3550f969887c04033270aa6ec14c49e8,新客一次性用户,其他区域,watches_gifts,高满意用户,organic_search
a5772880d8e7c4d0b5a1819180bb39a6,低价值流失风险用户,东南核心经济区,signaling_and_security,高满意用户,organic_search
dccf493f361140030072a818e8f0bb86,高价值核心用户,其他区域,watches_gifts,高满意用户,organic_search
29e57c6ac5c73af2dccafc3677593739,低价值流失风险用户,东南核心经济区,consoles_games,高满意用户,organic_search
f3e31afdae80581be48ce94e7b0f3366,高价值核心用户,东南核心经济区,electronics,高满意用户,organic_search
cd77b18d3a3b8920c47d0a2f25a49935,低价值流失风险用户,南部区域,computers_accessories,高满意用户,organic_search
e36d98b48eb5d1b52eef30063bef6924,潜力增长用户,南部区域,cool_stuff,高满意用户,organic_search
c6f8d616b2dffab04e4bad5e6a0af2c4,潜力增长用户,东南核心经济区,electronics,高满意用户,organic_search
f205274669193512fe69b7bdbc6dfe8b,高价值核心用户,东南核心经济区,watches_gifts,高满意用户,organic_search
0d93baa3d4a53c255f0a4389a022c0df,新客一次性用户,东南核心经济区,stationery,中性用户,organic_search
22dc6c288a0404fc96f83cab39a4e734,新客一次性用户,东南核心经济区,electronics,高满意用户,organic_search
07b545f78bd2ddf9040417ad6eb72292,新客一次性用户,东南核心经济区,electronics,低满意投诉风险,unknown
9ea91a3b05b418366cf2d6c143e5868e,低价值流失风险用户,东南核心经济区,housewares,高满意用户,unknown
847221c3313e554dfc5d4b4a18f9b4f9,低价值流失风险用户,东南核心经济区,electronics,高满意用户,unknown
de4347cfed448a35884a19949bc53087,低价值流失风险用户,其他区域,portateis_cozinha_e_preparadores_de_alimentos,中性用户,unknown
cafc7a4213e990eb268de2f8d0095948,低价值流失风险用户,东南核心经济区,electronics,高满意用户,unknown
f92002d38cf42e7f91042c9cb948c326,低价值流失风险用户,东南核心经济区,electronics,高满意用户,unknown
46ae9e1a0e2b936715ed2634a524f8ab,新客一次性用户,东南核心经济区,portateis_cozinha_e_preparadores_de_alimentos,高满意用户,unknown
f5159b3b9ccb129db32f08741a49346c,低价值流失风险用户,东南核心经济区,housewares,低满意投诉风险,unknown
c24bbeb8111fea27eab791a37e665210,高价值核心用户,东南核心经济区,housewares,低满意投诉风险,unknown
190e688d1f5aae2e04a68016c3671b25,新客一次性用户,南部区域,home_appliances,高满意用户,unknown
bd371cfbb78aa6bd8d2ad4dc52565d8f,低价值流失风险用户,东南核心经济区,portateis_cozinha_e_preparadores_de_alimentos,低满意投诉风险,unknown
db72b1bc11dfa3a7d4dc04332a77b651,低价值流失风险用户,东南核心经济区,portateis_cozinha_e_preparadores_de_alimentos,中性用户,unknown
62b8ef6432c7ab027447767c1f764319,新客一次性用户,东南核心经济区,housewares,高满意用户,unknown
3237a9ea092013b7b44c0c8d5174006d,新客一次性用户,东南核心经济区,portateis_cozinha_e_preparadores_de_alimentos,高满意用户,unknown
9f35486803ac72d115dedc28ef6156e1,低价值流失风险用户,东南核心经济区,portateis_cozinha_e_preparadores_de_alimentos,低满意投诉风险,unknown
a71f65149295549d85fe86597d5bf59c,潜力增长用户,其他区域,sports_leisure,高满意用户,organic_search
5fb9d49128ccf6830284b3ed83ba8daf,新客一次性用户,其他区域,sports_leisure,高满意用户,unknown
ab35d7de3a6afe9a048803c7cb0ea90c,潜力增长用户,南部区域,health_beauty,高满意用户,unknown
b256f3b919271334224ad96cd9d33a2c,高价值核心用户,东南核心经济区,furniture_bedroom,高满意用户,paid_search
770a46db9679c9f9b8f8d24f7b81d150,沉睡高消费用户,东南核心经济区,health_beauty,低满意投诉风险,paid_search
cdd36e03e9beb7bf2acb965044e3c3a3,高价值核心用户,其他区域,health_beauty,中性用户,paid_search
c849ace72771155d3ce3a8aabbabfff9,沉睡高消费用户,东南核心经济区,perfumery,高满意用户,paid_search
b9ed68da40fa3b4f5df462ef5b3438a6,沉睡高消费用户,东南核心经济区,home_construction,高满意用户,paid_search
632d3fa26ee53b9c088a3750f0a6c775,低价值流失风险用户,东南核心经济区,home_construction,低满意投诉风险,paid_search
481fddd031b883ec2b410fc6b4da759f,新客一次性用户,东南核心经济区,health_beauty,高满意用户,direct_traffic
97966ccb9ebeb90699f50c21714848e0,潜力增长用户,东南核心经济区,health_beauty,高满意用户,direct_traffic
26e08caec9a05138e233c5597019b812,低价值流失风险用户,东南核心经济区,health_beauty,高满意用户,direct_traffic
ac5aa5250edd7b1e50d12ec94039db70,低价值流失风险用户,南部区域,health_beauty,高满意用户,direct_traffic
4f23a05be9055e4c60f0f4a6b9e688b4,新客一次性用户,东南核心经济区,health_beauty,高满意用户,direct_traffic
0532c16fb3717ba27a99fd5492710144,低价值流失风险用户,东南核心经济区,health_beauty,高满意用户,direct_traffic
0e4fa8b8944e91310593b9a84c7201ec,低价值流失风险用户,南部区域,health_beauty,高满意用户,direct_traffic
a790343ca6f3fee08112d678b43aa7c5,低价值流失风险用户,东南核心经济区,health_beauty,高满意用户,direct_traffic
27384b6028d1bc63a679abe786e4c2ee,新客一次性用户,东南核心经济区,toys,中性用户,paid_search
64bfeb705b436477f84efa0fd4623dc1,低价值流失风险用户,其他区域,toys,高满意用户,paid_search
6995cb3bb43e00de50cdc447cea8cd74,低价值流失风险用户,东南核心经济区,housewares,高满意用户,referral
b580a709dda9827ce092d89b3f8c01b6,高价值核心用户,其他区域,housewares,高满意用户,referral
a39f84a6a9e158a8f74014d8ebe1bcea,低价值流失风险用户,东南核心经济区,housewares,高满意用户,referral
1098e13c3ac2b7d8b711ca1618cf31e4,新客一次性用户,东南核心经济区,housewares,高满意用户,referral
e10ac2ae672e997ee64303b7f1befd1e,低价值流失风险用户,其他区域,housewares,高满意用户,referral
cba7df91cfb5b29a0e92be5fb93b5e55,低价值流失风险用户,东南核心经济区,housewares,高满意用户,referral
9de9d0f77bfa5ee78fc11c5fe54fcfb9,高价值核心用户,其他区域,housewares,低满意投诉风险,referral
be59d1e735bcfa28082f235468e3245c,低价值流失风险用户,南部区域,housewares,高满意用户,referral
6093fdd0645070ffa0c013381b6cf31b,新客一次性用户,东南核心经济区,housewares,高满意用户,referral
7a4cb15a23deeec4682b3661b0fce930,潜力增长用户,东南核心经济区,housewares,高满意用户,referral
047965eae6564b51ea05b945966ec595,新客一次性用户,其他区域,housewares,高满意用户,referral
3c97b23a8b4e6e6e186ed13e99d295e2,低价值流失风险用户,南部区域,housewares,中性用户,referral
8b036273a1a512da2329bca54afe3f95,潜力增长用户,其他区域,housewares,高满意用户,referral
82f0b47bafae8118df842b125aa0fc54,潜力增长用户,东南核心经济区,housewares,高满意用户,referral
fcf29fd085c55a85aec0ed8c7ec0db9c,潜力增长用户,东南核心经济区,art,高满意用户,organic_search
dbb20b9885e70975b890d2406079c881,低价值流失风险用户,东南核心经济区,pet_shop,高满意用户,organic_search
fee8071ecc5ad2f5b2831c4fbd9b3cdd,高价值核心用户,其他区域,art,低满意投诉风险,organic_search
72b319c928f3d04322db2e904d91a611,潜力增长用户,东南核心经济区,health_beauty,中性用户,organic_search
2dd2e0daa048c8e7bdf18c2fca50725a,新客一次性用户,东南核心经济区,health_beauty,高满意用户,organic_search
cba53db1f015658c808d275f18db5607,高价值核心用户,东南核心经济区,health_beauty,高满意用户,organic_search
fecb57edcf7693f7bcb312957f3a5ea0,高价值核心用户,东南核心经济区,health_beauty,低满意投诉风险,organic_search
5ee78fcb306b9b6f586a4e0add28b5a3,新客一次性用户,东南核心经济区,health_beauty,高满意用户,organic_search
c16fd56f85eb2c6f8cd0eb28bc618880,低价值流失风险用户,其他区域,health_beauty,高满意用户,organic_search
fda7b8ffe80f0ab6a9c67563bb3cf57c,高价值核心用户,东南核心经济区,health_beauty,高满意用户,organic_search
27a88f58c6d8d6be880c80c424c16202,低价值流失风险用户,东南核心经济区,health_beauty,高满意用户,organic_search
1700391c8dfc8bd005f553a061675982,新客一次性用户,东南核心经济区,pet_shop,高满意用户,organic_search
56fe13450129ccd7960d4a2208eb56b6,新客一次性用户,东南核心经济区,health_beauty,高满意用户,organic_search
9b99b552aa8d374d12896e55dfa2b0b9,高价值核心用户,东南核心经济区,drinks,高满意用户,organic_search
740574fc27c6041709a37bd407249f93,潜力增长用户,东南核心经济区,health_beauty,高满意用户,organic_search
bbb43aad9fde7b0d46df42c694e8458d,潜力增长用户,其他区域,health_beauty,高满意用户,organic_search
0babcbd58b162c0717951ef799d3a3de,新客一次性用户,其他区域,health_beauty,高满意用户,organic_search
884e5366e0a547ad944f0711a8e0839d,潜力增长用户,其他区域,health_beauty,高满意用户,organic_search
e3f99c719b14b43fd286740c5d8a7171,潜力增长用户,东南核心经济区,food,高满意用户,organic_search
8fd85d9eff1b41fff629b2f0e33831e6,低价值流失风险用户,东南核心经济区,health_beauty,高满意用户,organic_search
d3a44fd152f8d7bf1fc08b3bd710f15d,高价值核心用户,东南核心经济区,health_beauty,高满意用户,organic_search
6ed87d23528cc70b873dec58ff082130,潜力增长用户,东南核心经济区,health_beauty,高满意用户,organic_search
7bb24975d38523436e659b5c2c17a383,潜力增长用户,其他区域,health_beauty,高满意用户,organic_search
0c34c39c897304ff49eeade3059c4c60,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
1aac2b5adf8aec2c00fe67d06aa8ebc2,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
afc13494642f88d253be56a1e353e261,高价值核心用户,东南核心经济区,watches_gifts,高满意用户,unknown
ff63f83bb3b2dc9a2df626cefbddda8b,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
491609eeefc72ee67ee5b42e63ba9859,新客一次性用户,南部区域,watches_gifts,高满意用户,unknown
c15a53f6fbae984bcbf4ac7bc4395cc3,沉睡高消费用户,东南核心经济区,watches_gifts,低满意投诉风险,unknown
f1dde6108ccd95c8341b628a7ecc6ef5,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,unknown
e11c730c457430e605b6c782f3c9f4f2,沉睡高消费用户,东南核心经济区,audio,低满意投诉风险,unknown
4700d67caf6d4f7e9bf60d730cac3c69,低价值流失风险用户,其他区域,watches_gifts,高满意用户,unknown
520352d4097142d3c9aae9b7eead7fd7,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
ec2d96d8dd0823d489423155370a247e,沉睡高消费用户,东南核心经济区,watches_gifts,低满意投诉风险,unknown
cc2799fcab7375793ea883dbed8a3141,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
17b05621a4b0481d008669e0a474b984,低价值流失风险用户,其他区域,watches_gifts,低满意投诉风险,unknown
ce99258e67eef2067b629f94c0f92100,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,unknown
c1f4176c8405099a08d876c2794e1958,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
45a5c55de4dd108a83c8f746bec3ef2b,低价值流失风险用户,其他区域,watches_gifts,高满意用户,unknown
8b866d31b49a1305c5680658fff7e006,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,unknown
0687042f138418a235175398780d7d69,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
37589709e8da3fb3e3835c7c7b942de7,低价值流失风险用户,东南核心经济区,audio,高满意用户,unknown
28e063338299369124b14759ef655663,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
f650ed65abda7782ac4adb70edb5f62e,潜力增长用户,东南核心经济区,watches_gifts,高满意用户,unknown
7a2e2c861b10856781dc1a45327e6189,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
323660fcecc58704a6fac8faabbdd56b,低价值流失风险用户,其他区域,watches_gifts,低满意投诉风险,unknown
6b0741b9cab6fa1a27692db25bb28610,沉睡高消费用户,其他区域,watches_gifts,高满意用户,unknown
2185bf3ec325c64b51adea2ab19aa708,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
258a9a5463df41a824ae9f7cd9d7ae5a,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
f099b487fbaeef30ede41694ccf282a3,沉睡高消费用户,其他区域,watches_gifts,高满意用户,unknown
8560b967cdb6597a5f8e81a89d9195cf,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
ec90d49ce6c2e05379813459bf41a90a,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
b140d40f39de3e9108b1b4099ce546cc,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
66218e85ff1fb3229b69a2e9c0255dfa,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
0093eadfb5536c158311672bdf418044,低价值流失风险用户,其他区域,watches_gifts,高满意用户,unknown
eb1158f6f5fb2c865dc3dbbdd8d179e7,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
1633655b3bf301a3f8b9e7d1d5d1a620,低价值流失风险用户,东南核心经济区,audio,高满意用户,unknown
668e11820ada44a1b6cbf090995bee1f,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
44a6739d3099d74270c8cb111143acf3,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
f61588c8cea27b79e788afc67310c89b,沉睡高消费用户,南部区域,watches_gifts,高满意用户,unknown
0d8a449d198d88f6a8df2a7272000cb2,低价值流失风险用户,其他区域,watches_gifts,高满意用户,unknown
eb4e0055f25e3f034c9fe8da064abb3d,沉睡高消费用户,其他区域,watches_gifts,高满意用户,unknown
7064ea6b6f5be7dd95d18ba31b4afe14,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
e0d5a315da0f60a087a75e90d13ebc85,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
adb0a60bfe536590838a68ebcabe33ac,沉睡高消费用户,东南核心经济区,watches_gifts,低满意投诉风险,unknown
4b25a602db6555d3fb9b68fa850aa954,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
53b477738eb3cef69bad14219f08ae6a,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
fc9fdbf5a26b1399e70bb3666cf7f9e6,潜力增长用户,东南核心经济区,watches_gifts,中性用户,unknown
ae22402d31c0645bd39d69d37df3013e,高价值核心用户,南部区域,watches_gifts,高满意用户,unknown
729be0ad11a9af7df71af2e9697e513f,沉睡高消费用户,南部区域,watches_gifts,高满意用户,unknown
b0ea0c1d77d78cb378c95626fadcffd4,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
17676a92f096b72990eb3866a8c22df5,低价值流失风险用户,南部区域,watches_gifts,高满意用户,unknown
7ab2b5c19e7ff01f62bbf41381ce8bf8,沉睡高消费用户,其他区域,watches_gifts,高满意用户,unknown
bd0d5977c0b3bec77646fb084d0c75f3,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
6292bb80d44fd214eacb6928310b1812,低价值流失风险用户,其他区域,watches_gifts,低满意投诉风险,unknown
8b7b669f96ccc3bcdf29ab0bcf3bf311,沉睡高消费用户,南部区域,watches_gifts,高满意用户,unknown
3d158d713800b81de221f62cda93a7d5,低价值流失风险用户,其他区域,watches_gifts,高满意用户,unknown
baaf9e2d0a88e523c46ae1a760bf0eb9,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
474779cb02e6b3c09fbdd2d66b64422f,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
b6debdaf65d20e037db74e2d1c66e22b,沉睡高消费用户,东南核心经济区,audio,高满意用户,unknown
c51e08ffb18c1f0a3a6bd1302aa323dd,高价值核心用户,东南核心经济区,audio,高满意用户,unknown
9837d06922d62b0361bcd2773ad8dd62,沉睡高消费用户,其他区域,audio,高满意用户,unknown
c08918207829d5bf956a43e7de410bb8,沉睡高消费用户,其他区域,watches_gifts,低满意投诉风险,unknown
b1ecedb16d47c1dad507d820395ab9c3,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
8f1722cb7903000460c088534d233aa8,沉睡高消费用户,东南核心经济区,watches_gifts,低满意投诉风险,unknown
fb034e95e07c905c1962a47e1babcaab,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
d095ea0fa060e28994724688e30b824b,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
572cc30201459bbb8b5c235a2a6cf6bb,低价值流失风险用户,东南核心经济区,watches_gifts,高满意用户,unknown
a84ee7433aa8c0d78ad749c5efaedbb0,沉睡高消费用户,东南核心经济区,watches_gifts,中性用户,unknown
a2592535b56c9256867a805f553147f1,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
f8873f4252a598c7e5cbf3206ebf6405,沉睡高消费用户,东南核心经济区,watches_gifts,低满意投诉风险,unknown
da5982cf1739b87bf01693678d31cdb3,沉睡高消费用户,其他区域,sports_leisure,高满意用户,unknown
fc2a8d30702cbc30e24fcd1315030520,沉睡高消费用户,东南核心经济区,watches_gifts,高满意用户,unknown
17226a88d569de01674b6790dd3d6fbc,低价值流失风险用户,南部区域,watches_gifts,高满意用户,unknown
