customer_id,R最近消费间隔,F消费频次,M总消费金额,R分,F分,M分,RFM分层码,用户价值分层
07fa80994ffbe439ec5465113d69251d,120,1,76.89,1,1,2,112,低价值流失风险用户
0807369bb83601c51ef29aa70fc9cd66,110,1,115.0,2,1,3,213,低价值流失风险用户
0809e0b370690be39f2dc671c3862b78,120,1,130.67,1,1,3,113,低价值流失风险用户
082ad395df0ed72a64f71b70fffafd5b,76,1,54.33,3,1,1,311,低价值流失风险用户
083106a67c25249c79074ab4459fc8c5,23,1,72.99,5,1,2,512,新客一次性用户
0839786620cd7ef6e2da4abca81ac42d,71,1,88.2,3,1,2,312,低价值流失风险用户
08401dcdc7bcc78f11f41f9621df7429,57,1,127.09,3,1,3,313,低价值流失风险用户
08418b48e867cdb13eebbbc53c664e60,112,1,162.89,2,1,4,214,低价值流失风险用户
084c2bd2b64d5e52712259d7a2f0f79d,56,1,62.98,3,1,2,312,低价值流失风险用户
084dc3ed024e35663cc3e1acc7d6f715,103,1,127.09,2,1,3,213,低价值流失风险用户
085709b417e35242b89058f9235c92c6,160,1,165.99,1,1,4,114,低价值流失风险用户
0881e1574aa6b621c551a421297af5b8,66,1,37.36,3,1,1,311,低价值流失风险用户
089b4797064af9e8aa2cce7f5d444cc2,71,1,473.4,3,1,5,315,低价值流失风险用户
08a01db5764bdab850af621dc71a35bf,149,1,163.43,1,1,4,114,低价值流失风险用户
08cc91b88d0bb7f6de3352195fa86775,126,1,89.85,1,1,2,112,低价值流失风险用户
08e4e47999175e049a948f577df3b84a,32,1,41.69,4,1,1,411,新客一次性用户
08e5ed5ac7e17524347b55e9db5e8692,111,1,68.88,2,1,2,212,低价值流失风险用户
08ef50ea1923ce347f194bbc8d8e40e9,27,1,123.26,4,1,3,413,新客一次性用户
08ff6024ff72930a211cbbfc6f8c51a9,105,1,121.6,2,1,3,213,低价值流失风险用户
08ffcc4f7f99c98cff3560ce1c502b8c,16,1,40.43,5,1,1,511,新客一次性用户
0910d6fabaaa19fbd65cb92ea301d7f5,37,1,118.35,4,1,3,413,新客一次性用户
09256eecda76e5ebd891970539e9746b,40,1,34.51,4,1,1,411,新客一次性用户
0928de2429e186c48346ffaa5738cbe6,40,1,72.58,4,1,2,412,新客一次性用户
093e07dbdcc9f26d16a5cf4c0b8173ab,78,1,114.57,3,1,3,313,低价值流失风险用户
096b8c4d4856603e88a3cdb921a92aa3,27,1,36.73,4,1,1,411,新客一次性用户
096ecce73f38110822bb4a4bd9341e37,96,1,68.37,2,1,2,212,低价值流失风险用户
09719affdbfaddf5d3d29417c39089dc,28,1,757.95,4,1,5,415,新客一次性用户
09760ab9f33a907e4b2a712ff12dc9a4,78,1,91.21,3,1,2,312,低价值流失风险用户
0987ae71e7ad93d01d1202b7299fbb50,210,1,153.39,1,1,4,114,低价值流失风险用户
0987f577dc4e1a76929cf8cf9be30990,5,1,239.64,5,1,5,515,新客一次性用户
09976665bcd109e7ea6ed20415c6af52,15,1,65.3,5,1,2,512,新客一次性用户
099fee4e83ce1bfcd2315002b7a2cf47,79,1,1038.9,3,1,5,315,低价值流失风险用户
09bd9c343926f0210c6a4dd9226c9246,39,1,118.03,4,1,3,413,新客一次性用户
09c50d2e3af66a47ca1c6b4201c0da0f,28,1,77.2,4,1,2,412,新客一次性用户
09c804cb1bb9c05c716227a2dd3d6116,22,1,168.96,5,1,4,514,新客一次性用户
09c87ec40e7dc86bfd0b79ccbcb73b67,126,1,99.9,1,1,3,113,低价值流失风险用户
09ebe1786d9aee6e06ef0fae650eea19,52,1,87.76,3,1,2,312,低价值流失风险用户
09ed4e9b4faf4f69fecc31273d565cdd,111,1,106.56,2,1,3,213,低价值流失风险用户
09f548315be5f30a9610b83ad933aaf1,132,1,82.94,1,1,2,112,低价值流失风险用户
0a221a23ca36b34f1636bfdd15dc97a2,140,1,100.46,1,1,3,113,低价值流失风险用户
0a2780550bc97fe90afaf6fd59934a86,13,1,53.72,5,1,1,511,新客一次性用户
0a2fb338be75030ed18b1c9073863abb,77,1,489.38,3,1,5,315,低价值流失风险用户
0a36842868e0ea8fcd234e4df971fad0,42,1,87.0,4,1,2,412,新客一次性用户
0a3bc6054705cbcbc069154c83ab3df4,113,1,75.88,2,1,2,212,低价值流失风险用户
0a44fa60c928c1db607ec5758d406560,43,1,56.37,4,1,1,411,新客一次性用户
0a46d9100178dc3af825b8eb34c256da,88,1,286.78,2,1,5,215,低价值流失风险用户
0a4c9f486aaecf0f40738a4306c1d552,141,1,515.93,1,1,5,115,低价值流失风险用户
0a73eee582826e3f9ff1c5e557716c0b,14,1,420.58,5,1,5,515,新客一次性用户
0a80cb0961116e638ec1e053d8107557,108,1,286.78,2,1,5,215,低价值流失风险用户
0a984c883069c23cdf9b63f5d5c7c152,79,1,123.75,3,1,3,313,低价值流失风险用户
0ac6284a32c5a5d0a62d9dd33d96a98e,112,1,59.43,2,1,2,212,低价值流失风险用户
0ac6e866456134e119bfe219a91cd925,107,1,86.58,2,1,2,212,低价值流失风险用户
0acbcf4c99216f66aeb7c583bca57fb9,126,1,76.29,1,1,2,112,低价值流失风险用户
0af59dbe6e966baed8513b1093e7228b,83,1,196.11,2,1,4,214,低价值流失风险用户
0b000057ede436dbb104e5378e0b8888,56,1,56.37,3,1,1,311,低价值流失风险用户
0b0cbf731fd9ea622226fc2d1fee5164,43,1,123.75,4,1,3,413,新客一次性用户
0b0ffa4362977083ee9bf3b3fd8fbaa1,10,1,75.47,5,1,2,512,新客一次性用户
0b1112dc536e328e5ed2eddeed21b5de,26,1,208.42,4,1,4,414,新客一次性用户
0b174050b751d2fad395123bd2a23568,92,1,173.38,2,1,4,214,低价值流失风险用户
0b17d2df0220cfbe7b412e9a8059395c,86,1,84.24,2,1,2,212,低价值流失风险用户
0b337ab429c8299074ace7216c267887,27,1,216.4,4,1,5,415,新客一次性用户
0b3c2ca66f7847699dba330aeaa70690,32,1,158.07,4,1,4,414,新客一次性用户
0b42763d66e65a34f6e2978facaf93da,35,1,134.34,4,1,4,414,新客一次性用户
0b42990c6a03665bc6591652ed10d6ae,55,1,143.98,3,1,4,314,低价值流失风险用户
0b5a1629eed016661c0b65ad74c64965,63,1,79.14,3,1,2,312,低价值流失风险用户
0b60138b038f460baefa261d66dac712,34,1,87.39,4,1,2,412,新客一次性用户
0b6707dd98b94c2db232fc406ceb9077,68,1,225.59,3,1,5,315,低价值流失风险用户
0b7651ec101b5e85956d6cd186adcbc2,99,1,70.78,2,1,2,212,低价值流失风险用户
0b83af8e524bbb2aa83ba090f5be21ff,125,1,202.08,1,1,4,114,低价值流失风险用户
0b8dc09e81f7b523bc035c545cd46c4b,9,1,143.1,5,1,4,514,新客一次性用户
0b921366e6cdd4a5fa81782d1e9e2de4,55,1,649.86,3,1,5,315,低价值流失风险用户
0b9f46b80e07d06f5a0d1135de59b31f,81,1,38.47,3,1,1,311,低价值流失风险用户
0babcbd58b162c0717951ef799d3a3de,17,1,85.49,5,1,2,512,新客一次性用户
0bb62e6f9d167ed22e1ee8e12276f947,104,1,99.43,2,1,3,213,低价值流失风险用户
0bc2e73bd83fe784c8e9a761b7c89906,106,1,153.42,2,1,4,214,低价值流失风险用户
0bdc7d7710cc0598046e4134d8a6af75,156,1,211.73,1,1,5,115,低价值流失风险用户
0bdcc03d8ea14230b19bdb4efdc87963,147,1,71.85,1,1,2,112,低价值流失风险用户
0be23035ad10fedb829249b612f907cc,124,1,52.14,1,1,1,111,低价值流失风险用户
0be2b81be62adccc0f01bd6dffb0dad4,44,1,158.98,4,1,4,414,新客一次性用户
0be456ed130a857046b0b296e0f9badf,140,1,63.42,1,1,2,112,低价值流失风险用户
0bfd87b3237294958395d3cc81097e20,113,1,69.04,2,1,2,212,低价值流失风险用户
0c0603d07483f48b102fe37e1745befa,120,1,125.97,1,1,3,113,低价值流失风险用户
0c0876b2cca2dd85f4f6401182ab7691,67,1,150.92,3,1,4,314,低价值流失风险用户
0c0a6bd19047d0bf4ec7752ec9c1b1d7,8,1,147.14,5,1,4,514,新客一次性用户
0c32da3090365f1c34eaa407bd52778a,119,1,204.17,1,1,4,114,低价值流失风险用户
0c34c39c897304ff49eeade3059c4c60,114,1,99.9,2,1,3,213,低价值流失风险用户
0c4c3d7ecb729f77fb18ddb0ba5442a9,43,1,128.02,4,1,3,413,新客一次性用户
0c54f6243242ca48102430ab0931270f,28,1,95.3,4,1,2,412,新客一次性用户
0c5be6b354afcc24ff40642e4538268a,3,1,82.75,5,1,2,512,新客一次性用户
0c93424c2fb72cbfb2264a9d174d8513,45,1,76.51,4,1,2,412,新客一次性用户
0c9c3baecd7d29ce00d0f64e0f92bef9,96,1,77.47,2,1,2,212,低价值流失风险用户
0c9e8b5af54bf6151ad92274c63bb913,6,1,119.42,5,1,3,513,新客一次性用户
0cb10e3c2af21e14547d1bfda472a2fa,107,1,112.84,2,1,3,213,低价值流失风险用户
0cbce6934c79d9c012e64ce1daad6750,55,1,229.65,3,1,5,315,低价值流失风险用户
0cc16ad1d769d46165a88a693f53107e,17,1,92.21,5,1,2,512,新客一次性用户
0cd1a2bb6d3d5b3eb6baf77af2578405,145,1,141.96,1,1,4,114,低价值流失风险用户
0cf80359c4d104530c6c2274d2263ac9,119,1,55.22,1,1,1,111,低价值流失风险用户
0cf926baf656a5dd581dd4d8888745f0,126,1,232.39,1,1,5,115,低价值流失风险用户
0d0e02f035f84b429d470d83437aad47,101,1,49.39,2,1,1,211,低价值流失风险用户
0d1629a66b1a456b616fd22b238961d4,66,1,132.49,3,1,3,313,低价值流失风险用户
0d380cd86105a9cb8abf440e29132168,117,1,115.48,2,1,3,213,低价值流失风险用户
0d7f715445e008343eee592c11f0fb12,22,1,147.09,5,1,4,514,新客一次性用户
0d878c03ad06e377222d2130fba9dde1,74,1,38.32,3,1,1,311,低价值流失风险用户
0d8a449d198d88f6a8df2a7272000cb2,154,1,133.69,1,1,3,113,低价值流失风险用户
0d8bfa786b498c6b7fc432785bcf36fa,60,1,52.83,3,1,1,311,低价值流失风险用户
0d93baa3d4a53c255f0a4389a022c0df,33,1,63.16,4,1,2,412,新客一次性用户
0d93e3fecae11d6f2348610c93841603,14,1,387.77,5,1,5,515,新客一次性用户
0da23baa8866f63cd877a5c1e231f346,116,1,240.82,2,1,5,215,低价值流失风险用户
0db0e828827cd9a0e1b73d846c4b346f,82,1,117.96,3,1,3,313,低价值流失风险用户
0db9b4f8754fec9bfd4c139fb2d1e320,31,1,87.16,4,1,2,412,新客一次性用户
0dbfdb203a06e44a110c7eb98a4ca78a,78,1,230.66,3,1,5,315,低价值流失风险用户
0dc06ef8da1acc3b8d98b0b019335e0c,196,1,346.81,1,1,5,115,低价值流失风险用户
0dda46eaed5bee4363ebcf8e92346c10,8,1,75.42,5,1,2,512,新客一次性用户
0ddced8bd93128a018d52ee7d32bfa2e,22,1,193.02,5,1,4,514,新客一次性用户
0de2b9f7ad57e55cd92ba2d0a9585e49,37,1,408.09,4,1,5,415,新客一次性用户
0ded51e019af537d7cec98cbdfef87f5,45,1,50.43,4,1,1,411,新客一次性用户
0e12e9ae0026db8d0392421e6e1a61ee,99,1,61.29,2,1,2,212,低价值流失风险用户
0e24c20739fc582fda3306fc43683aa1,25,1,113.76,5,1,3,513,新客一次性用户
0e27a2aeccb3a049d9d3acf1b9561fc3,23,1,110.44,5,1,3,513,新客一次性用户
0e32e68dc972a0647c0b50affe1f6f5f,119,1,162.41,1,1,4,114,低价值流失风险用户
0e3878d41f9d6af61a782398afc4923d,72,1,109.72,3,1,3,313,低价值流失风险用户
0e4fa8b8944e91310593b9a84c7201ec,83,1,33.73,2,1,1,211,低价值流失风险用户
0e547cffbbc6b5b7c0fcf80f67f41773,18,1,45.46,5,1,1,511,新客一次性用户
0e620b2e35b839f1e372e03afd6bd9ab,21,1,171.88,5,1,4,514,新客一次性用户
0e6e8c5b4485a66e6168154d4ea445f5,21,1,97.31,5,1,2,512,新客一次性用户
0e7dc1a303c6c24a96103b216d443185,45,1,118.35,4,1,3,413,新客一次性用户
0e8332eff7b8fa0210bf0350bd2fd5d3,78,1,836.59,3,1,5,315,低价值流失风险用户
0e906c073c9418e8341f112d62703d7e,32,1,82.21,4,1,2,412,新客一次性用户
0e957415e6f5c063ba77fd99df8da5b3,12,1,124.09,5,1,3,513,新客一次性用户
0e97ad6542c12412f0324dd07cb0daed,20,1,160.07,5,1,4,514,新客一次性用户
0e99a77a57eb93e26714f2322bab7571,9,1,118.35,5,1,3,513,新客一次性用户
0e9bbc469f18383158141848f6c51923,73,1,75.2,3,1,2,312,低价值流失风险用户
0e9ed7dc549f24ff1b3aefd168591469,16,1,133.14,5,1,3,513,新客一次性用户
0eb240afc0258746140d3a40a3da3e49,9,1,143.1,5,1,4,514,新客一次性用户
0ece24df71f85f723dfd3497d309a2e1,164,1,184.03,1,1,4,114,低价值流失风险用户
0ee0bf22ca4ebbb591a314b4689c8a36,117,1,31.55,2,1,1,211,低价值流失风险用户
0f0e4d2d4465dcd0451d474922ca94f4,170,1,249.95,1,1,5,115,低价值流失风险用户
0f2bfd92b901a88af663262ed4480d63,93,1,80.33,2,1,2,212,低价值流失风险用户
0f3139b6b2dff7a044e2c09eb69d7cf4,75,1,126.19,3,1,3,313,低价值流失风险用户
0f3303966706b6737bc7a6a198d9caef,48,1,161.9,4,1,4,414,新客一次性用户
0f5cb52a437e2f6062863423966ccb54,85,1,144.63,2,1,4,214,低价值流失风险用户
0f5cbabecf09e4453086b1db91138cb8,90,1,919.38,2,1,5,215,低价值流失风险用户
0f71a0b83b78a05118efc4aae3c2a774,43,1,129.86,4,1,3,413,新客一次性用户
0f7d405173d082eab2ec926d5de71b38,103,1,200.04,2,1,4,214,低价值流失风险用户
0f84d5f0456b9811e93d7d8bde42b8ab,138,1,65.43,1,1,2,112,低价值流失风险用户
0f99c31bedc34957e0dd7689d593a3b6,114,1,17.29,2,1,1,211,低价值流失风险用户
0fc58fd3e7d793da0de9dadc042c3259,141,1,46.23,1,1,1,111,低价值流失风险用户
0fd4632838b925b351733278a5ba41b0,80,1,107.55,3,1,3,313,低价值流失风险用户
0feb28a92089a3993041d44a5d5656d6,65,1,131.37,3,1,3,313,低价值流失风险用户
0feb4570bb79ad1d9418a224faa1d93f,119,1,180.21,1,1,4,114,低价值流失风险用户
0ff24a24edd69d8774270ac863c8e230,113,1,136.71,2,1,4,214,低价值流失风险用户
