mql_id,投放渠道,seller_id,order_id,product_id,customer_id,order_purchase_timestamp,order_status,payment_value,customer_city,customer_state,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,seller_city,seller_state,review_score,is_order,high_value_order
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,38855925f815a5c3f4ce58f6c6f9113d,37c8b2425c9c0455491b06ad8671c224,24e2f602477037622c685a7bfaad0c6a,2018-07-02 13:41:23,delivered,113.66,maringa,PR,cool_stuff,198.0,17.0,9.0,15.0,cool_stuff,novo hamburgo,RS,5.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,396e93059094c4e5ebf8af645cb91e03,63bfa27a0cee21fd896dc27f58b6d656,56153ce6acb6933c43d2215111c0b9cb,2018-07-05 10:50:13,delivered,207.32,sorocaba,SP,eletronicos,475.0,20.0,11.0,19.0,electronics,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,3b580f556a4a7d02c2ce65505bb164fb,9598cf61b14e74eb35b845609cca6712,3284abe5e684f230d6c239ed831f3cdf,2018-07-20 16:44:41,delivered,1120.84,natal,RN,telefonia,400.0,16.0,8.0,16.0,telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,3d989e705eac70bfb1f4a430924f3402,22a8168cf1f1c6347da8d29863b7f75e,58cc4d3f5e77f3ea1a9f93f1f751fac0,2018-06-25 08:27:21,delivered,318.69,florai,PR,consoles_games,155.0,16.0,7.0,14.0,consoles_games,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,3e5d9d4bd8c8fb94162c7aa9013240c9,58ebe34ff100ca78de11d954b6bede1d,2e9727b083f9dab08e56c61cd949c364,2018-08-10 17:09:53,delivered,280.92,porto alegre,RS,telefonia,750.0,16.0,8.0,16.0,telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,40bf12930df251761b91291590dbe45b,26baeb9025380946e10f3f86d808e24d,eb1c357d7150030e58b2ad4cdbc1fb0f,2018-07-11 17:58:38,delivered,100.59,guarulhos,SP,cool_stuff,287.0,25.0,10.0,21.0,cool_stuff,novo hamburgo,RS,5.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,40bf40ed29a5bbdb73aaeb5eb134168f,64b4f32393cbf55be791078e7a2adca0,2cb7447e1f39e0226cb412707cf38a09,2018-07-13 12:13:23,delivered,162.81,tres coracoes,MG,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,1.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,4199a7bc1c9f1b2df2a5fd055fce1e5d,0ddb2f7b7b817ea4239bfab24f67f742,280689d14c5ea18e0170407d4c68b6a0,2018-07-30 12:31:09,delivered,250.87,serra,ES,eletronicos,700.0,20.0,6.0,16.0,electronics,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,4293c08add04a8db68205c16fcb0554f,58ebe34ff100ca78de11d954b6bede1d,cbd80968cb96e3a59fcce491c3788b29,2018-07-26 09:42:36,delivered,353.17,petrolina,PE,telefonia,750.0,16.0,8.0,16.0,telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,45e64bfe511bd5e24d56e200e29631b7,22a8168cf1f1c6347da8d29863b7f75e,3623d890daeaa98627c13355885d1a88,2018-07-16 17:55:41,delivered,309.3,bage,RS,consoles_games,155.0,16.0,7.0,14.0,consoles_games,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,469dba1d869ad7ac257e09c9f8947b4e,0d2f3592e105a90c5a25c71efe56ff39,25b117fcdbc20023b2bd7b6ae0b04535,2018-07-15 17:29:25,delivered,129.1,pelotas,RS,sinalizacao_e_seguranca,400.0,16.0,4.0,16.0,signaling_and_security,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,487af6c1b2cb9c5259105b2388278bca,64b4f32393cbf55be791078e7a2adca0,57e500590bf158a6014686a544f36298,2018-07-20 21:33:03,delivered,157.81,rio de janeiro,RJ,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,4b6f2d3bd32baaae21249c217adcb5f3,64b4f32393cbf55be791078e7a2adca0,dc1a9007706c85acb1f1bc89d6fc1d16,2018-07-14 11:53:01,delivered,155.98,sao paulo,SP,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,5552927954803697ef5ebf1431693061,64b4f32393cbf55be791078e7a2adca0,b835dce98400fd0669dc5756e8fabb42,2018-07-14 09:54:59,delivered,155.98,palhoca,SC,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,55a1bd51649b05cde9220959adebef9b,d4999f0bb50fc62456d99006bfd328fb,76775cae519ccd4bba3182a88f444379,2018-07-20 10:01:05,delivered,132.6,uberlandia,MG,telefonia_fixa,450.0,16.0,8.0,16.0,fixed_telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,55c53a2d3c60e83064ad06dce6069af5,64b4f32393cbf55be791078e7a2adca0,709de197fcb34c63b216c3cafaf689cb,2018-07-11 17:37:25,delivered,143.46,brasilia,DF,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,55c5a129994903e122566941b7c4189d,268feec11ba1349f37164ab1b833aae8,116a414505bdc6407434a0ed928a47ad,2018-07-15 11:28:15,delivered,51.67,rio de janeiro,RJ,informatica_acessorios,100.0,20.0,7.0,17.0,computers_accessories,novo hamburgo,RS,5.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,57f2a60c1d6d8f4fb076ac300e53bc1b,d950221a89e7555306dc5daef996e134,65c563b14ed084517de63c0060ae266a,2018-08-03 23:28:23,delivered,108.25,campinas,SP,cool_stuff,375.0,18.0,9.0,15.0,cool_stuff,novo hamburgo,RS,5.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,6101a3cad652012312ccd9284733ac2b,26baeb9025380946e10f3f86d808e24d,801c629f9d3579bddf589ec0328a4238,2018-07-23 11:15:29,delivered,122.9,fortaleza,CE,cool_stuff,287.0,25.0,10.0,21.0,cool_stuff,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,612200d1732f963c7706d8da2517c04d,fb19ac22e32dfecea21afbdde4b97b5f,bd00d85fe38ab7724a32f2608f8e39eb,2018-07-28 19:40:29,delivered,249.61,braganca paulista,SP,telefonia,100.0,16.0,13.0,16.0,telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,62da6eaeb0bb1013bcd1e66d7a93546e,fcb224113ca69bc837459203e6eeea29,db8e95a7c8bbe135f190cb4866fd2404,2018-07-11 11:01:02,delivered,258.06,belem,PA,sinalizacao_e_seguranca,450.0,16.0,5.0,16.0,signaling_and_security,novo hamburgo,RS,4.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,63cd4c6c97737eb374e4b09ed5c1379a,bcdef08f4db7ae67bff7538debd6daf6,bd503113c9696cd633021943b3d161b1,2018-07-24 21:46:29,delivered,872.64,teixeira de freitas,BA,bebes,1200.0,25.0,13.0,18.0,baby,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,658028ee7633b50e656cea96a31274b1,64b4f32393cbf55be791078e7a2adca0,f4d8c57bfbabb88c86d1a25df8cb21df,2018-07-12 09:21:49,delivered,135.84,sao paulo,SP,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,66eebf0e266f975af04450e28dcadbf1,d670c0f6be30a062ebd8f8612ea82d71,064e67871d53f3fbfd15385a0ca3a54b,2018-08-11 18:31:35,delivered,188.66,porto alegre,RS,telefonia_fixa,450.0,16.0,8.0,16.0,fixed_telephony,novo hamburgo,RS,2.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,672dbfbd96238e4d07021fcdd9152b6c,285443086e6af2a43edcd6f0274585af,b775111784ea2c3a1f3fd11125a07add,2018-08-05 22:28:27,delivered,911.01,campinas,SP,telefonia,933.0,21.0,13.0,21.0,telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,69adad596ce64d77dd2a23f85ce3aa98,26baeb9025380946e10f3f86d808e24d,06ee09badc38b922a88d417e5134e3aa,2018-07-20 19:54:26,delivered,106.45,rio de janeiro,RJ,cool_stuff,287.0,25.0,10.0,21.0,cool_stuff,novo hamburgo,RS,4.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,69cb53f8c670d38d607fe3083b4fbbcd,f4d2144023a238288d36db2840a37ea0,eb3fca4e06e504332655bbfc8b689609,2018-08-10 19:49:38,delivered,180.32,guaiba,RS,informatica_acessorios,486.0,27.0,17.0,28.0,computers_accessories,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,6cd474b81add3c3d62536cab3e34aa23,f4d2144023a238288d36db2840a37ea0,796e0c6b3690401bd5592b7ce89be9f2,2018-08-06 09:12:33,delivered,180.32,novo hamburgo,RS,informatica_acessorios,486.0,27.0,17.0,28.0,computers_accessories,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,6d95f56851f4a4c72764429b174d2757,fb19ac22e32dfecea21afbdde4b97b5f,5bc405425b97198b8eb4ac336d490ebd,2018-07-21 04:52:51,delivered,246.61,sao paulo,SP,telefonia,100.0,16.0,13.0,16.0,telephony,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,7351ff002cae99e94c0a6a1da562c331,64b4f32393cbf55be791078e7a2adca0,dc750b2e3d945b9698f5e0ff28010d99,2018-07-22 18:12:37,delivered,155.98,santo andre,SP,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,789ef8e547844763c96f5e815b5478e3,3f1a72ca5261f897ba5ec6370f37151b,8a71eb0a0092b48c6cf685f059bf0940,2018-07-12 08:47:25,delivered,1562.57,rio de janeiro,RJ,relogios_presentes,547.0,21.0,12.0,16.0,watches_gifts,novo hamburgo,RS,3.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,7a3b37948764cd3ae1bb7c332ee79397,64b4f32393cbf55be791078e7a2adca0,679b52550b180e159ebaf811fb542de3,2018-07-13 14:23:47,delivered,157.81,nilopolis,RJ,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,7f81d8bccb5531846cd177fd590ab260,22a8168cf1f1c6347da8d29863b7f75e,312ec22f9f8df7a4d0d911a806e2357a,2018-07-11 19:46:18,delivered,303.54,canoas,RS,consoles_games,155.0,16.0,7.0,14.0,consoles_games,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,7f86cca3de139cdba174aa276ec11612,64b4f32393cbf55be791078e7a2adca0,61fc8e04209b454798b344e62dc138e7,2018-07-17 12:59:25,delivered,157.81,belo horizonte,MG,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,4.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,8458b41c26bf20ba9b4ad514cacd4b2a,7763c967c82c3f53fd256b1c786cd363,ce92916d7311f8b3b9e001361d02068a,2018-08-02 12:05:55,delivered,200.38,palmas,TO,consoles_games,425.0,17.0,8.0,15.0,consoles_games,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,86f347377bc9dbff8cd89feb1b946499,ec5a5cf28e0fbef0c5391157203ab8ce,2078e01e3e9582c536bd73814594fe85,2018-08-13 13:56:42,delivered,60.99,belo horizonte,MG,cool_stuff,188.0,16.0,9.0,14.0,cool_stuff,novo hamburgo,RS,5.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,88105b400acfb446584ad0e0c3a088eb,2c71e9b9845634cb1ea6285a8f3cbf50,b3531ca911b938dce29950941d5d292e,2018-07-22 20:25:13,delivered,145.91,curitiba,PR,eletronicos,100.0,16.0,8.0,16.0,electronics,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,88503051b9833f27c9492939bcfe2a6a,63bfa27a0cee21fd896dc27f58b6d656,252958ad9cd878e5fd02fdbae229fcf4,2018-07-16 16:25:10,delivered,201.29,sao paulo,SP,eletronicos,475.0,20.0,11.0,19.0,electronics,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,8872e48bafe00195f92e3a6f1d81bfbc,c5fb7fbe39f4e09e048ffbc5b28db49a,e11ae7b2848f4b2351a3f81350d2cddb,2018-07-26 09:04:33,delivered,72.18,varginha,MG,sinalizacao_e_seguranca,450.0,16.0,5.0,16.0,signaling_and_security,novo hamburgo,RS,3.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,88765c7c25c8dd40cefcd887f3c8cd8e,63bfa27a0cee21fd896dc27f58b6d656,69ad7c75c00e77e4a1385cf071fcc95d,2018-07-10 12:29:11,delivered,219.57,joao pessoa,PB,eletronicos,475.0,20.0,11.0,19.0,electronics,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,8b2098d15b08a80b4d24395b44cb2a42,c5fb7fbe39f4e09e048ffbc5b28db49a,2e7f1714b75fd474ed388fb5d6b543d7,2018-08-19 11:18:32,delivered,58.55,julio de castilhos,RS,sinalizacao_e_seguranca,450.0,16.0,5.0,16.0,signaling_and_security,novo hamburgo,RS,3.0,1,0
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,8fb847d8f402a68dbcfdeac4cf2375c3,c675a92a4c74be0ba60aa506ae21e47a,cf9ec1b669558ba41cb60049bd8282f5,2018-08-04 11:00:58,delivered,259.68,rio do sul,SC,papelaria,350.0,18.0,23.0,16.0,stationery,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,93d9dad77a7490e2f2618470129d8f83,80be7f3c94ee90b42197f718de0ea371,8ec4b63dbcfae91e3f55e7a10bd54ea7,2018-06-29 07:51:49,delivered,449.84,belo horizonte,MG,bebes,400.0,30.0,16.0,16.0,baby,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,9451af299c7a1f4f25e00283ec35f778,64b4f32393cbf55be791078e7a2adca0,1426c24b523a0802bf75b623ac310ba0,2018-07-12 08:42:08,delivered,138.84,iacanga,SP,relogios_presentes,50.0,16.0,8.0,16.0,watches_gifts,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,99a9646b3ae55969f333cc36747297fe,09278667a33779be5996a7df729db8ae,98292572bea55cef9978e190219ffad3,2018-06-21 20:37:12,delivered,220.23,aurea,RS,informatica_acessorios,933.0,29.0,20.0,23.0,computers_accessories,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,9c9519dbd0554cfc5c787fdc7fa8ff42,eaa26a34984cbfedc19b1e45f09f3c9a,e77c725677d8c9c7a37159276095b116,2018-07-30 19:58:23,delivered,257.34,sao sebastiao do alto,RJ,cool_stuff,422.0,18.0,12.0,15.0,cool_stuff,novo hamburgo,RS,4.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,9fe26c640da2c51c4f699a364a195ccd,5496bb97a69c689317d895c265f13a6a,128899de758f142b0ee99a055e863476,2018-07-28 13:34:11,delivered,622.28,blumenau,SC,consoles_games,800.0,23.0,8.0,17.0,consoles_games,novo hamburgo,RS,5.0,1,1
327174d3648a2d047e8940d7d15204ca,organic_search,612170e34b97004b3ba37eae81836b4c,a0a4f45a87d4f0655d00a76cd579651e,63bfa27a0cee21fd896dc27f58b6d656,35de4cef6b0866a231557cdb5a0ec4d6,2018-07-29 17:19:10,delivered,219.2,campo grande,MS,eletronicos,475.0,20.0,11.0,19.0,electronics,novo hamburgo,RS,5.0,1,1
